date_idx,open,high,low,close,volume
2026-03-11 11:47:00,30850,30850,30800,30800,2288
2026-03-11 11:48:00,30850,30900,30800,30900,4092
2026-03-11 11:49:00,30850,30950,30850,30900,976
2026-03-11 11:50:00,30950,30950,30900,30950,660
2026-03-11 11:51:00,30950,30950,30900,30950,2039
2026-03-11 11:52:00,30900,30950,30900,30950,976
2026-03-11 11:53:00,30950,30950,30850,30850,4294
2026-03-11 11:54:00,30900,30950,30850,30900,5918
2026-03-11 11:55:00,30900,30950,30900,30950,960
2026-03-11 11:56:00,30900,30950,30900,30900,3266
2026-03-11 11:57:00,30950,30950,30900,30950,1747
2026-03-11 11:58:00,30950,30950,30900,30950,526
2026-03-11 11:59:00,30900,30950,30900,30900,667
2026-03-11 12:00:00,30950,30950,30900,30950,645
2026-03-11 12:01:00,30950,30950,30900,30950,1712
2026-03-11 12:02:00,30900,30950,30900,30950,1024
2026-03-11 12:03:00,30900,30950,30900,30900,1588
2026-03-11 12:04:00,30900,31000,30900,30950,4716
2026-03-11 12:05:00,30900,31000,30900,31000,2576
2026-03-11 12:06:00,31000,31050,30950,31050,5608
2026-03-11 12:07:00,31000,31050,31000,31050,1415
2026-03-11 12:08:00,31000,31100,31000,31050,3521
2026-03-11 12:09:00,31000,31050,30950,30950,3481
2026-03-11 12:10:00,30950,30950,30900,30900,3954
2026-03-11 12:11:00,30950,30950,30900,30950,1411
2026-03-11 12:12:00,30950,31000,30900,30900,1853
2026-03-11 12:13:00,30950,31000,30900,31000,1453
2026-03-11 12:14:00,30950,31000,30950,30975,568
2026-03-11 12:15:00,31000,31000,30975,31000,2267
2026-03-11 12:16:00,31000,31000,30900,30950,3883
2026-03-11 12:17:00,30950,30950,30900,30900,462
2026-03-11 12:18:00,30900,30950,30900,30925,5733
2026-03-11 12:19:00,30900,30925,30900,30900,1536
2026-03-11 12:20:00,30925,31000,30900,30950,3513
2026-03-11 12:21:00,31000,31000,30950,31000,2061
2026-03-11 12:22:00,30950,31000,30900,30900,6751
2026-03-11 12:23:00,30950,31000,30850,30850,12751
2026-03-11 12:24:00,30850,30900,30850,30900,888
2026-03-11 12:25:00,30850,30900,30850,30900,696
2026-03-11 12:26:00,30850,30900,30850,30900,1667
2026-03-11 12:27:00,30900,30900,30850,30900,1359
2026-03-11 12:28:00,30875,30950,30850,30950,4393
2026-03-11 12:29:00,30950,30950,30900,30950,4470
2026-03-11 12:30:00,30950,30950,30900,30950,3386
2026-03-11 12:31:00,30900,31000,30900,31000,2476
2026-03-11 12:32:00,31000,31000,30950,30950,789
2026-03-11 12:33:00,31000,31000,30950,31000,1808
2026-03-11 12:34:00,31000,31000,30950,31000,1160
2026-03-11 12:35:00,30975,31000,30950,31000,1784
2026-03-11 12:36:00,31000,31050,30950,31050,2104
2026-03-11 12:37:00,31050,31050,31000,31050,1998
2026-03-11 12:38:00,31000,31050,31000,31050,1767
2026-03-11 12:39:00,31000,31000,30950,31000,4013
2026-03-11 12:40:00,31000,31000,30950,31000,1705
2026-03-11 12:41:00,31000,31000,30900,30950,4086
2026-03-11 12:42:00,30950,30950,30900,30950,1674
2026-03-11 12:43:00,30900,31000,30900,30950,754
2026-03-11 12:44:00,30950,31000,30950,31000,768
2026-03-11 12:45:00,30975,31050,30950,31000,2105
2026-03-11 12:46:00,31050,31050,30950,31000,2066
2026-03-11 12:47:00,30975,31000,30950,31000,1648
2026-03-11 12:48:00,31000,31000,30950,31000,2755
2026-03-11 12:49:00,30950,31000,30950,31000,2316
2026-03-11 12:50:00,30975,31000,30975,30975,2371
2026-03-11 12:51:00,31000,31000,30975,31000,1262
2026-03-11 12:52:00,31000,31000,30900,30900,6571
2026-03-11 12:53:00,30950,30950,30900,30950,1342
2026-03-11 12:54:00,30950,30950,30900,30950,2284
2026-03-11 12:55:00,30900,30950,30900,30900,1102
2026-03-11 12:56:00,30950,30950,30900,30950,6354
2026-03-11 12:57:00,30950,30950,30900,30900,946
2026-03-11 12:58:00,30950,31050,30900,31050,7893
2026-03-11 12:59:00,31000,31050,31000,31000,658
2026-03-11 13:00:00,31000,31050,31000,31050,1419
2026-03-11 13:01:00,31000,31050,30950,31000,3737
2026-03-11 13:02:00,31000,31000,30950,31000,1173
2026-03-11 13:03:00,31000,31000,30950,31000,1045
2026-03-11 13:04:00,31000,31000,30950,30950,1800
2026-03-11 13:05:00,31000,31050,30950,31000,2086
2026-03-11 13:06:00,31050,31050,30950,31000,2783
2026-03-11 13:07:00,31000,31000,30950,31000,1557
2026-03-11 13:08:00,31000,31000,30950,31000,1443
2026-03-11 13:09:00,30950,31000,30950,31000,699
2026-03-11 13:10:00,30950,31000,30950,31000,2773
2026-03-11 13:11:00,30950,31000,30950,31000,1714
2026-03-11 13:12:00,30950,31000,30950,30950,381
2026-03-11 13:13:00,30950,31000,30950,31000,1654
2026-03-11 13:14:00,30950,31000,30950,31000,626
2026-03-11 13:15:00,31000,31000,30950,31000,558
2026-03-11 13:16:00,30950,31000,30950,30950,2255
2026-03-11 13:17:00,31000,31050,30950,31000,3545
2026-03-11 13:18:00,31050,31050,31000,31000,535
2026-03-11 13:19:00,31050,31050,31000,31050,1153
2026-03-11 13:20:00,31050,31050,31000,31050,2559
2026-03-11 13:21:00,31000,31050,31000,31000,2184
2026-03-11 13:22:00,31050,31050,31000,31025,760
2026-03-11 13:23:00,31050,31100,31000,31100,3976
